Year,ConsumerRating,ConsumerReviews,SellerRating,SellerReviews,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,MinMPG,MaxMPG,Mileage,Price
0.11295990861466881,-0.4486360590091466,-0.5749527729697045,-1.784562907126013,-0.6125773311389232,-0.35638137803653663,-0.6698014753595473,-0.40152095364171686,-0.42729746783196704,-1.08969540361092,0.04111646562935679,-0.2563188182172185,-0.1767973847782292,-0.32169241639636864,"$39,998"
-0.3544480819795485,0.404564437843764,4.399447915447547,0.6164189434611457,-0.5336119674290563,0.5903503535215158,0.37187177699565016,0.41625648686032296,0.18117200000682032,0.10011450646661503,0.04111646562935679,-0.2563188182172185,-0.40988280769144775,-0.17755931959513566,"$49,985"
-0.8218560725737659,-0.0220358105826894,2.324633120537761,0.29628803004952425,-0.4608157727590228,0.11698448774248746,-0.14896484918194627,0.41625648686032296,0.18117200000682032,0.10011450646661503,0.04111646562935679,-0.5248593540617389,-0.6429682306046662,-0.5763575307105153,"$41,860"
0.5803678992088862,0.404564437843764,-0.37520352252807904,0.6164189434611457,2.3190117965898844,0.5903503535215158,0.37187177699565016,0.41625648686032296,0.4854067339262167,0.10011450646661503,0.5968411531098011,-0.18918368425608842,-0.1767973847782292,-0.37344298376742957,"$49,000"
-3.158896025544853,-0.0220358105826894,-0.6458315392554426,-0.023842883362095744,0.04628992231527855,-0.35638137803653663,-0.6698014753595473,-1.219298394143753,0.18117200000682032,0.6950194615053853,0.5968411531098011,-0.3905890861394787,-0.4875779486625206,2.7876746117609166,"$23,541"
-0.8218560725737659,-0.4486360590091466,0.4237934792384226,-0.023842883362095744,1.0481629743842145,-0.829747243815565,-1.7114747277147402,-1.219298394143753,-0.12306273391257337,-0.49479044857214993,0.31897880936957773,0.34789738743295234,0.3670686020192807,-1.0961114518187618,"$20,995"
-2.224080044356418,0.404564437843764,0.26914889825135774,-0.023842883362095744,1.0481629743842145,0.5903503535215158,0.37187177699565016,0.41625648686032296,0.18117200000682032,0.6950194615053853,0.31897880936957773,-0.12204855029495833,0.056288038134989345,0.8536913230882182,"$18,985"
1.0477758898031035,0.404564437843764,-0.45896933722940586,0.7764844001669572,-0.4682187756068228,0.5903503535215158,-0.14896484918194627,0.41625648686032296,0.4854067339262167,-0.49479044857214993,0.31897880936957773,-0.2563188182172185,-0.25449252574930203,-0.9331339541027903,"$44,299"
0.5803678992088862,0.404564437843764,-0.5040740066839664,-0.18390834006790718,0.22828040899036237,0.5903503535215158,0.37187177699565016,0.8251452071113448,0.4854067339262167,0.6950194615053853,0.5968411531098011,-0.5248593540617389,-0.40988280769144775,-0.475431661169323,"$46,773"
-0.8218560725737659,0.404564437843764,-0.7747020234113299,0.6164189434611457,0.2523401682457124,-0.829747243815565,0.8927084031732512,0.007367766609304879,0.18117200000682032,1.2899244165441504,0.5968411531098011,-0.2563188182172185,-0.09910224380715635,-1.1051861958601328,"$42,734"
-2.6914880349506354,-0.0220358105826894,-0.34298590148910724,0.9365498568727672,-0.6125773311389232,0.11698448774248746,0.37187177699565016,0.007367766609304879,-0.12306273391257337,-0.49479044857214993,0.5968411531098011,-0.2563188182172185,-0.09910224380715635,0.46323206595680083,"$16,990"
-0.8218560725737659,-0.0220358105826894,0.816848455913879,0.7764844001669572,-0.49104470105420617,0.11698448774248746,-0.14896484918194627,-0.40152095364171686,-0.12306273391257337,-0.49479044857214993,0.31897880936957773,-0.18918368425608842,-0.1767973847782292,0.42742361649625626,"$36,450"
0.5803678992088862,0.404564437843764,-0.5040740066839664,0.4563534867553357,0.6027489697082467,0.5903503535215158,0.37187177699565016,0.8251452071113448,0.4854067339262167,0.6950194615053853,0.5968411531098011,-0.5248593540617389,-0.40988280769144775,-0.23441954014264418,"$47,500"
-0.8218560725737659,0.404564437843764,-0.7747020234113299,0.29628803004952425,-0.06352128659375507,-0.829747243815565,0.8927084031732512,0.007367766609304879,0.18117200000682032,1.2899244165441504,0.5968411531098011,-0.2563188182172185,-0.09910224380715635,-0.12961033418735168,"$41,493"
-0.3544480819795485,0.404564437843764,0.8426225527450565,0.9365498568727672,-0.6131942480429065,0.5903503535215158,0.37187177699565016,0.41625648686032296,0.4854067339262167,0.6950194615053853,0.31897880936957773,-0.4577242201006088,-0.5652730896335935,0.9819231792043462,"$32,995"
-0.3544480819795485,0.404564437843764,0.8426225527450565,-0.8241701668911494,-0.405910168304506,0.5903503535215158,0.37187177699565016,0.41625648686032296,0.4854067339262167,0.6950194615053853,0.31897880936957773,-0.4577242201006088,-0.5652730896335935,1.802778742694295,"$33,341"
-0.3544480819795485,0.404564437843764,0.8426225527450565,-2.2647592772434444,-0.6131942480429065,0.5903503535215158,0.37187177699565016,0.41625648686032296,0.4854067339262167,0.6950194615053853,0.31897880936957773,-0.3905890861394787,-0.40988280769144775,-0.36444999417688184,"$30,489"
-0.3544480819795485,0.404564437843764,0.8426225527450565,-2.2647592772434444,-0.6131942480429065,0.5903503535215158,0.37187177699565016,0.41625648686032296,0.4854067339262167,0.6950194615053853,0.31897880936957773,-0.4577242201006088,-0.5652730896335935,-0.1669721182135363,"$32,489"
-0.3544480819795485,0.404564437843764,0.8426225527450565,0.7764844001669572,-0.4571142713351228,0.5903503535215158,0.37187177699565016,0.41625648686032296,0.4854067339262167,0.6950194615053853,0.31897880936957773,-0.4577242201006088,-0.5652730896335935,0.4246439651682688,"$31,672"
